ecatalogue_key,IdeFiledAsFamily,IdeFiledAsSubfamily,DarScientificName,LotRegion_tab,LotNoOfSpecimens_tab,LotPrimaryType,LotSyntypes,LotParatypes
234,Coccinellidae,Epilachninae,"Henosepilachna pusillanima (Mulsant, 1850)",Oriental,12,,,
235,Coccinellidae,Epilachninae,"Henosepilachna taeniata (Mulsant, 1850)",Oriental,2,,,
236,Coccinellidae,Epilachninae,"Henosepilachna wissmanni (Mulsant, 1850)",Oriental,2,,,
237,Coccinellidae,Epilachninae,"Mada circumcincta (Mulsant, 1850)",Neotropical,1,,,
238,Coccinellidae,Epilachninae,"Mada virgata (Mulsant, 1850)",Neotropical,1,,,
239,Coccinellidae,Epilachninae,"Mada olluta (Mulsant, 1850)",Neotropical,1,,,
240,Coccinellidae,Scymninae,"Cyrea ormanceayi (Mulsant, 1850)",Neotropical,1,,,
241,Coccinellidae,Epilachninae,"Leptothea galbula (Mulsant, 1850)",Australian,6,,,
242,Coccinellidae,Scymninae,"Scymniscus biguttatus (Mulsant, 1850)",Palearctic,7,,,
243,Coccinellidae,Scymninae,"Scymnus argutus (Mulsant, 1850)",unknown,5,,,
244,Coccinellidae,Scymninae,"Diomus roseicollis (Mulsant, 1852)",Nearctic,1,,,
245,Coccinellidae,Coccinellinae,"Harmonia frigida (Mulsant, 1853)",Oriental,5,,,
246,Coccinellidae,Scymninae,"Hyperaspis arcualis (Mulsant, 1853)",Neotropical,4,,,
247,Coccinellidae,Scymninae,"Hyperaspis billoti (Mulsant, 1853)",Neotropical,1,,,
248,Coccinellidae,Coccinellinae,"Harmonia dianae (Mulsant, 1853)",Oriental,8,,,
249,Coccinellidae,Epilachninae,"Henosepilachna bisseptemnotata (Mulsant, 1853)",Afrotropical,1,,,
250,Coccinellidae,Scymninae,"Scymnodes lividigaster (Mulsant, 1853)",Australian,7,,,
251,Coccinellidae,Coccinellinae,"Harmonia manillana (Mulsant, 1866)","unknown
Pacific","10
6",,,
252,Coccinellidae,Coccinellinae,"Coleomegilla maculata fuscilabris (Mulsant, 1866)","Nearctic
Neotropical","247
1",,,
253,Coccinellidae,Coccinellinae,"Verania crocea (Mulsant, 1866)",Oriental,26,,,
254,Coccinellidae,Chilocorinae,Axion pilatii (Mulsant),Nearctic,6,,,
255,Coccinellidae,Coccinellinae,Cheilomenes bidentata (Mulsant),Afrotropical,5,,,
256,Coccinellidae,Scymninae,"Brachiacantha blaisdelli (Nunenmacher, 1909)",Nearctic,8,,,
257,Coccinellidae,Scymninae,"Hyperaspidius wolcotti (Nunenmacher, 1911)",Nearctic,2,,,
258,Coccinellidae,Chilocorinae,"Brumoides blumi (Nunenmacher, 1934)",Nearctic,3,,,
259,Coccinellidae,Coccinellinae,"Oenopia oncina (Olivier, 1808)",Palearctic,5,,,
260,Coccinellidae,Coccinellinae,"Oenopia lyncea (Olivier, 1808)",Palearctic,41,,,
261,Coccinellidae,Chilocorinae,"Axion plagiatum (Olivier, 1808)","Nearctic
Neotropical","15
1",,,
262,Coccinellidae,Epilachninae,"Epilachna obsoleta (Olivier, 1808)",Oriental,16,,,
263,Coccinellidae,Epilachninae,"Epilachna pavonia (Olivier, 1808)","Oriental
Afrotropical","14
1",,,
264,Coccinellidae,Scymninae,"Hyperaspis signata (Olivier, 1808)",Nearctic,70,,,
265,Coccinellidae,Chilocorinae,"Chilocorus similis (P. Rossi, 1790)",Palearctic,4,,,
266,Coccinellidae,Epilachninae,"Henosepilachna elaterii (P. Rossi, 1794)","Palearctic
Afrotropical","90
2",,,
267,Coccinellidae,Scymninae,"Scymnus marginalis (P. Rossi, 1794)",Palearctic,1,,,
268,Coccinellidae,Coccinellinae,"Harmonia axyridis (Pallas, 1773)",Palearctic,2,,,
269,Coccinellidae,Coccinellinae,"Harmonia axyridis (Pallas, 1773)","Nearctic
Oriental
Palearctic","532
13
20",,,
270,Coccinellidae,Coccidulinae,"Exoplectra connatus (Panzer, 1796)",Palearctic,8,,,
271,Coccinellidae,Scymninae,"Scymnus abietis (Paykull, 1798)",Palearctic,27,,,
272,Coccinellidae,Scymninae,"Clitostethus arcuatus (R. V. Rossi, 1794)","Nearctic
Palearctic","2
7",,,
273,Coccinellidae,Scymninae,"Stethorus minima (R. V. Rossi, 1794)",Palearctic,19,,,
274,Coccinellidae,Coccinellinae,"Mulsantina picta (Randall, 1838)",Nearctic,185,,,
275,Coccinellidae,Scymninae,"Hyperaspis bigeminata (Randall, 1838)",Nearctic,84,,,
276,Coccinellidae,Scymninae,"Hyperaspis lugubris (Randall, 1838)","Nearctic
Neotropical","16
1",,,
277,Coccinellidae,Coccinellinae,"Hippodamia tredecimpunctata tibialis (Say, 1824)",Nearctic,184,,,
278,Coccinellidae,Coccinellinae,"Anatis labiculata (Say, 1824)",Nearctic,291,,,
279,Coccinellidae,Coccinellinae,"Anisosticta bitriangularis (Say, 1824)",Afrotropical,109,,,
280,Coccinellidae,Coccinellinae,"Hippodamia parenthesis (Say, 1824)","Nearctic
Neotropical","178
1",,,
281,Coccinellidae,Scymninae,"Brachiacantha albifrons (Say, 1824)",Nearctic,10,,,
282,Coccinellidae,Scymninae,"Hyperaspis undulata (Say, 1824)",Nearctic,153,,,
283,Coccinellidae,Coccinellinae,"Psyllobora vigintimaculata (Say, 1824)","Nearctic
Neotropical","232
1",,,
284,Coccinellidae,Coccinellinae,"Anatis mali (Say, 1825)",Nearctic,34,,,
285,Coccinellidae,Scymninae,"Hyperaspis proba (Say, 1826)",Nearctic,40,,,
286,Coccinellidae,Scymninae,"Hyperaspis binotata (Say, 1826)",Nearctic,60,,,
287,Coccinellidae,Coccinellinae,"Myzia pullata (Say, 1826)",Nearctic,96,,,
288,Coccinellidae,Chilocorinae,"Chilocorus stigma (Say, 1835)",Nearctic,167,,,
289,Coccinellidae,Coccinellinae,"Cycloneda munda (Say, 1835)",Nearctic,137,,,
290,Coccinellidae,Scymninae,"Diomus terminatus (Say, 1835)",Nearctic,52,,,
291,Coccinellidae,Coccinellinae,"Hippodamia arctica (Schneider, 1792)",Oriental,1,,,
292,Coccinellidae,Coccinellinae,"Ceratomegilla quadrifasciata (Schoenherr, 1808)",Neotropical,11,,,
293,Coccinellidae,Coccinellinae,Myrrha albo-lineata (Schoenherr),Oriental,2,,,
294,Coccinellidae,Epilachninae,"Epilachna riveti (Sicard, 1911)",Neotropical,1,,,
295,Coccinellidae,Scymninae,"Nephus (Nephus) deserticola (Sicard, 1912)",Palearctic=3,2,,,
296,Coccinellidae,Epilachninae,"Henosepilachna lanceolata (Sicard, 1912)",Afrotropical,10,,,
297,Coccinellidae,Epilachninae,"Henosepilachna alternata (Sicard, 1930)",Afrotropical,31,,,
298,Coccinellidae,Coccinellinae,"Coelophora biplagiata (Swartz in Schönherr, 1808)","Oriental
Palearctic","14
2",,,
299,Coccinellidae,Coccinellinae,"Coelophora pupillata (Swartz in Schönherr, 1808)",Oriental,5,,,
300,Coccinellidae,Chilocorinae,"Exochomus flavipes (Thunberg, 1781)","Palearctic
Afrotropical
unknown","14
28
1",,,
301,Coccinellidae,Epilachninae,"Chnootriba similis (Thunberg, 1781)",Afrotropical,48,,,
302,Coccinellidae,Epilachninae,"Epilachna flavicollis (Thunberg, 1781)",Oriental,14,,,
303,Coccinellidae,Epilachninae,"Henosepilachna hirta (Thunberg, 1781)",Afrotropical,50,,,
304,Coccinellidae,Coccinellinae,"Aphidecta pallida (Thunberg, 1784)",Palearctic,11,,,
305,Coccinellidae,Coccinellinae,"Aphidecta sexnotata (Thunberg, 1784)",Palearctic,1,,,
306,Coccinellidae,Scymninae,"Hyperaspis connectens (Thunberg, 1808)","Nearctic
Neotropical","27
2",,,
307,Coccinellidae,Scymninae,"Zilus aterrimus (W. Horn, 1895)",Nearctic,1,,,
308,Coccinellidae,Scymninae,"Nephus (Scymnobius) intrusus (W. Horn, 1895)",Nearctic,6,,,
309,Coccinellidae,Chilocorinae,"Brumus oblongus (Weidenbach, 1859)",Palearctic,9,,,
310,Coccinellidae,Coccinellinae,"Coccinella simulatrix (Weise, 1879)",Palearctic,3,,,
311,Coccinellidae,Chilocorinae,"Brumoides septentrionis (Weise, 1885)",Nearctic,1,,,
312,Coccinellidae,Scymninae,"Diomus pumilio (Weise, 1885)",Australian,2,,,
313,Coccinellidae,Chilocorinae,"Brumoides septentrionis septentrionis (Weise, 1885)",Nearctic,8,,,
314,Coccinellidae,Coccidulinae,"Coccidula redemita (Weise, 1895)",Oriental,1,,,
315,Coccinellidae,Epilachninae,"Toxotoma pilifera (Weise, 1895)",Neotropical,8,,,
316,Coccinellidae,Scymninae,"Cryptogonus nigripennis (Weise, 1895)",Oriental,11,,,
317,Coccinellidae,Epilachninae,"Afidenta dolosa (Weise, 1897)",Oriental,2,,,
318,Coccinellidae,Epilachninae,"Afidenta kwaiensis (Weise, 1897)",unknown,1,,,
319,Coccinellidae,Epilachninae,"Epilachna honesta (Weise, 1897)",Neotropical,10,,,
320,Coccinellidae,Epilachninae,"Henosepilachna erichi (Weise, 1897)",Afrotropical,4,,,
321,Coccinellidae,Epilachninae,"Henosepilachna ertli (Weise, 1897)",Afrotropical,10,,,
322,Coccinellidae,Epilachninae,"Henosepilachna gangetina (Weise, 1897)",Oriental,9,,,
323,Coccinellidae,Epilachninae,"Henosepilachna johanna (Weise, 1897)",unknown,1,,,
324,Coccinellidae,Epilachninae,"Henosepilachna quadriguttata (Weise, 1897)",Afrotropical,2,,,
325,Coccinellidae,Epilachninae,"Henosepilachna soror (Weise, 1897)",Afrotropical,4,,,
326,Coccinellidae,Epilachninae,"Epilachna bennigseni (Weise, 1899)",Palearctic,9,,,
327,Coccinellidae,Epilachninae,"Epilachna calisto (Weise, 1899)",Afrotropical,1,,,
328,Coccinellidae,Epilachninae,"Henosepilachna guttifera (Weise, 1899)",Afrotropical,4,,,
329,Coccinellidae,Epilachninae,"Epilachna inserta (Weise, 1900)",Neotropical,1,,,
330,Coccinellidae,Epilachninae,"Epilachna soluta (Weise, 1900)",Afrotropical,1,,,
331,Coccinellidae,Epilachninae,"Henosepilachna morosa (Weise, 1900)",Afrotropical,1,,,
332,Coccinellidae,Epilachninae,"Henosepilachna tarda (Weise, 1900)",Afrotropical,1,,,
333,Coccinellidae,Epilachninae,"Epilachna gentilis (Weise, 1901)",Afrotropical,2,,,
334,Coccinellidae,Epilachninae,"Epilachna ostensa (Weise, 1902)",Neotropical,14,,,
335,Coccinellidae,Epilachninae,"Epilachna pastica (Weise, 1902)",Neotropical,5,,,
336,Coccinellidae,Epilachninae,"Henosepilachna biroi (Weise, 1902)",Palearctic,1,,,
337,Coccinellidae,Epilachninae,"Henosepilachna pauli (Weise, 1902)",Neotropical,1,,,
338,Coccinellidae,Epilachninae,"Henosepilachna humerosa (Weise, 1905)",Afrotropical,5,,,
339,Coccinellidae,Epilachninae,"Afidenta intermedia (Weise, 1926)",Afrotropical,2,,,
340,Coccinellidae,Scymninae,"Scymnus indianensis (Weise, 1929)",Nearctic,2,,,
341,Coccinellidae,Scymninae,"Scymnus indianensis (Weise, 1929)",Nearctic,9,,,
342,Coccinellidae,Epilachninae,"Henosepilachna regina (Weise, 1988)",Afrotropical,4,,,
343,Coccinellidae,Coccinellinae,Cheilomenes secessionis (Weise),Afrotropical,3,,,
344,Coccinellidae,Epilachninae,"Henosepilachna dodecastigma (Wiedemann, 1823)",Oriental,9,,,
345,Coccinellidae,Epilachninae,Epilachna eusema 1874,Neotropical,1,,,
346,Coccinellidae,Coccinellinae,"Cheilomenes samoensis Arrow, 1927",Afrotropical,2,,,
347,Coccinellidae,Chilocorinae,"Brumoides ovoideus Belicek, 1976",Nearctic,3,,,
348,Coccinellidae,Scymninae,"Hyperaspis jasperensis Belicek, 1976",Nearctic,1,,,
349,Coccinellidae,Epilachninae,"Afidentula nasti Bielawski, 1963",Pacific,1,,,
350,Coccinellidae,Scymninae,"Scymnus notescens Blackburn, 1889",Australian,2,,,
351,Coccinellidae,Coccidulinae,"Rhyzobius lacticulus Blackburn, 1889",Australian,20,,,
352,Coccinellidae,Coccidulinae,"Rhyzobius lindi Blackburn, 1889",Australian,2,,,
353,Coccinellidae,Epilachninae,"Epilachna v-pallidum Blanchard, 1846",Neotropical,1,,,
354,Coccinellidae,Scymninae,"Hyperaspis nigrosuturalis Blatchley, 1918",Nearctic,1,,,
355,Coccinellidae,Scymninae,"Cryptogonus fulvoterminatus Boheman, 1858",Oriental,10,,,
356,Coccinellidae,Scymninae,"Scymnus binotatus Boheman, 1859",Palearctic,1,,,
357,Coccinellidae,Scymninae,"Scymnus fuscatus Boheman, 1859",Oriental,9,,,
358,Coccinellidae,Epilachninae,Henosepilachna undecimvariolata Boisduval,Oriental,1,,,
359,Coccinellidae,Epilachninae,"Henosepilachna vigintisexpunetata Boisduval, 1835",Oriental,48,,,
360,Coccinellidae,Chilocorinae,"Orcus australasiae Boisduval, 1835",Australian,28,,,
361,Coccinellidae,Sticholotidinae,"Coccidophilus Brèthes, 1905",Neotropical,28,,,
362,Coccinellidae,Scymninae,"Parasidis porteri Brèthes, 1924",Neotropical,1,,,
363,Coccinellidae,Coccinellinae,"Coccinella transversoguttata richardsoni Brown, 1962","Nearctic
Neotropical","37
1",,,
364,Coccinellidae,Scymninae,"Scymnus bicolor C. Yang, 1978",Neotropical,4,,,
365,Coccinellidae,Scymninae,"Nephus (Sidis) armeniacus Canepari, 1979",Palearctic=3,2,,,
366,Coccinellidae,Scymninae,"Scymnus quadriguttatus Capra, 1924",Palearctic,1,,,
367,Coccinellidae,Scymninae,"Nephus tamariscis Capra, 1929",Palearctic,4,,,
368,Coccinellidae,Coccinellinae,Hippodamia quinquesignata uteana Casey,Nearctic,2,,,
369,Coccinellidae,Coccinellinae,Coccinella novemnotata oregona Casey,Nearctic,18,,,
370,Coccinellidae,Scymninae,Hyperaspis fastidiosa septentrionus Casey,Nearctic,1,,,
371,Coccinellidae,Scymninae,Scymnus (Pullus) aridus Casey,Nearctic,1,,,
372,Coccinellidae,Scymninae,"Hyperaspidius comparatus Casey, 1899",Nearctic,11,,,
373,Coccinellidae,Scymninae,"Zagloba beaumonti Casey, 1899",Neotropical,3,,,
374,Coccinellidae,Scymninae,"Hyperaspidius oblongus Casey, 1899",Nearctic,1,,,
375,Coccinellidae,Scymninae,"Hyperaspidius transfugatus Casey, 1899",Nearctic,2,,,
376,Coccinellidae,Scymninae,"Scymnus (Pullus) tahoensis Casey, 1899",Nearctic,1,,,
377,Coccinellidae,Coccinellinae,"Cycloneda polita Casey, 1899",Nearctic,28,,,
378,Coccinellidae,Coccinellinae,"Cycloneda sanguinea limbifer Casey, 1899",Neotropical,1,,,
379,Coccinellidae,Scymninae,"Hyperaspis pleuralis Casey, 1899",Nearctic,4,,,
380,Coccinellidae,Scymninae,"Hyperaspis medialis Casey, 1899",Nearctic,3,,,
381,Coccinellidae,Scymninae,"Hyperaspis oculaticauda Casey, 1899",Nearctic,4,,,
382,Coccinellidae,Scymninae,"Hyperaspis octonotata Casey, 1899","Nearctic
Neotropical","11
2",,,
383,Coccinellidae,Scymninae,"Scymnus (Pullus) renoicus Casey, 1899",Nearctic,4,,,
384,Coccinellidae,Scymninae,"Scymnus (Pullus) rubricaudus Casey, 1899",Nearctic,2,,,
385,Coccinellidae,Scymninae,"Scymnus (Pullus) rubricaudus Casey, 1899",Nearctic,29,,,
386,Coccinellidae,Coccinellinae,"Psyllobora borealis Casey, 1899",Nearctic,76,,,
387,Coccinellidae,Coccinellinae,"Psyllobora parvinotata Casey, 1899","Nearctic
Oriental","29
6",,,
388,Coccinellidae,Coccinellinae,"Psyllobora renifer Casey, 1899",Nearctic,16,,,
389,Coccinellidae,Scymninae,"Stethorus punctum picipes Casey, 1899",Nearctic,15,,,
390,Coccinellidae,Scymninae,"Scymnus (Pullus) uteanus Casey, 1899",Nearctic,1,,,
391,Coccinellidae,Scymninae,"Scymnus (Pullus) nugator Casey, 1899",Nearctic,1,,,
392,Coccinellidae,Scymninae,"Scymnus (Pullus) solidus Casey, 1899",Nearctic,3,,,
393,Coccinellidae,Sticholotidinae,"Coccidophilus atronitens Casey, 1899",Nearctic,10,,,
394,Coccinellidae,Sticholotidinae,"Delphastus Casey, 1899",Nearctic,52,,,
395,Coccinellidae,Coccinellinae,"Hippodamia sinuata crotchi Casey, 1899",Nearctic,4,,,
396,Coccinellidae,Coccinellinae,"Hippodamia apicalis Casey, 1899",Nearctic,166,,,
397,Coccinellidae,Coccinellinae,"Coccinella nivicola alutacea Casey, 1899",Nearctic,17,,,
398,Coccinellidae,Scymninae,"Scymnus (Pullus) partitus Casey, 1899",Nearctic,9,,,
399,Coccinellidae,Chilocorinae,"Chilocorus confusor Casey, 1899",Neotropical,1,,,
400,Coccinellidae,Chilocorinae,"Chilocorus orbus Casey, 1899",Nearctic,39,,,
401,Coccinellidae,Chilocorinae,"Exochomus californicus Casey, 1899",Nearctic,19,,,
402,Coccinellidae,Chilocorinae,"Exochomus fasciatus Casey, 1899",Nearctic,13,,,
403,Coccinellidae,Chilocorinae,"Exochomus subrotundus Casey, 1899",Nearctic,12,,,
404,Coccinellidae,Coccinellinae,"Anatis lecontei Casey, 1899",Nearctic,21,,,
405,Coccinellidae,Coccinellinae,"Coccinella novemnotata var. degenner Casey, 1899",Nearctic,11,,,
406,Coccinellidae,Coccinellinae,"Olla Casey, 1899",Neotropical,4,,,
407,Coccinellidae,Epilachninae,"Epilachna nigrovittata alutacea Casey, 1899",Nearctic,7,,,
408,Coccinellidae,Scymninae,"Brachiacantha decora Casey, 1899",Nearctic,22,,,
409,Coccinellidae,Scymninae,"Brachiacantha testudo Casey, 1899",Nearctic,3,,,
410,Coccinellidae,Scymninae,"Hyperaspis lateralis montanica Casey, 1899",Nearctic,14,,,
411,Coccinellidae,Scymninae,"Hyperaspis globula Casey, 1899",Nearctic,9,,,
412,Coccinellidae,Scymninae,"Hyperaspis medialis Casey, 1899",Nearctic,3,,,
413,Coccinellidae,Scymninae,"Hyperaspis signata bicentralis Casey, 1899",Nearctic,15,,,
414,Coccinellidae,Scymninae,"Hyperaspis inflexa Casey, 1899",Nearctic,6,,,
415,Coccinellidae,Scymninae,"Hyperaspis rotunda Casey, 1899","Nearctic
Neotropical","7
1",,,
416,Coccinellidae,Scymninae,"Hyperaspis simulans Casey, 1899",Nearctic,2,,,
417,Coccinellidae,Scymninae,"Hyperaspis elliptica Casey, 1899",Nearctic,1,,,
418,Coccinellidae,Scymninae,"Hyperaspis wickhami Casey, 1899",Nearctic,6,,,
419,Coccinellidae,Scymninae,"Scymnus (Pullus) calaveras Casey, 1899",Nearctic,21,,,
420,Coccinellidae,Scymninae,"Scymnus (Pullus) cockerelli Casey, 1899",Nearctic,3,,,
421,Coccinellidae,Scymninae,"Scymnus (Pullus) compar Casey, 1899",Nearctic,5,,,
422,Coccinellidae,Scymninae,"Scymnus (Scymnus) difficilis Casey, 1899",Nearctic,2,,,
423,Coccinellidae,Scymninae,"Scymnus (Pullus) humboldti Casey, 1899",Nearctic,40,,,
424,Coccinellidae,Scymninae,"Scymnus (Pullus) iowensis Casey, 1899",Nearctic,46,,,
425,Coccinellidae,Scymninae,"Scymnus (Pullus) jacobianus Casey, 1899",Nearctic,6,,,
426,Coccinellidae,Scymninae,"Scymnus (Pullus) kansanus Casey, 1899",Nearctic,4,,,
427,Coccinellidae,Scymninae,"Scymnus luctuosus Casey, 1899",Nearctic,3,,,
428,Coccinellidae,Scymninae,"Hyperaspis bensonica Casey, 1908",Nearctic,6,,,
429,Coccinellidae,Scymninae,"Brachiacantha uteella Casey, 1908",Nearctic,3,,,
430,Coccinellidae,Coccinellinae,"Coccinella johnsoni Casey, 1908",Nearctic,1,,,
431,Coccinellidae,Coccinellinae,"Hippodamia expurgata Casey, 1908",Nearctic,24,,,
432,Coccinellidae,Scymninae,"Hyperaspis nunenmacheri Casey, 1908",Nearctic,1,,,
433,Coccinellidae,Scymninae,"Hyperaspis oculifera Casey, 1908",Nearctic,2,,,
434,Coccinellidae,Scymninae,"Hyperaspis significans Casey, 1908",Nearctic,1,,,
435,Coccinellidae,Scymninae,"Hyperaspis octavia Casey, 1908",Nearctic,8,,,
436,Coccinellidae,Scymninae,"Hyperaspis conspirins Casey, 1908",Nearctic,1,,,
437,Coccinellidae,Scymninae,"Hyperaspis dissoluta nevadica Casey, 1908",Nearctic,7,,,
438,Coccinellidae,Scymninae,"Hyperaspis fastidiosa fastidiosa Casey, 1908",Nearctic,4,,,
439,Coccinellidae,Sticholotidinae,"Serangium japonicum japonicum Chapin, 1940",Palearctic,1,,,
440,Coccinellidae,Coccinellinae,"Hippodamia lunatomaculata dobzhanskyi Chapin, 1946",Nearctic,6,,,
441,Coccinellidae,Chilocorinae,"Brumoides nevadensis Chapin, 1965",Nearctic,6,,,
442,Coccinellidae,Chilocorinae,"Curinus colombianus Chapin, 1965",Neotropical,1,,,
443,Coccinellidae,Scymninae,"Scymnus (Scymnus) paracanus Chapin, 1973",Nearctic,13,,,
444,Coccinellidae,Scymninae,"Scymnus (Scymnus) apicanus Chapin, 1973",Nearctic,5,,,
445,Coccinellidae,Scymninae,"Scymnus louisianae Chapin, 1973",Nearctic,5,,,
446,Coccinellidae,Scymninae,"Thalassa pentaspilotus Chevrolat & Dejean, 1835",Neotropical,1,,,
447,Coccinellidae,Coccinellinae,"Psyllobora Chevrolat in Dejean, 1836","Nearctic
Neotropical","168
45",,,
448,Coccinellidae,Epilachninae,"Epilachna Chevrolat in Dejean, 1837","Nearctic
Neotropical
Oriental
Palearctic
Pacific
Afrotropical
unknown","73
47
14
2
2
28
27",,,
449,Coccinellidae,Coccidulinae,"Chnoodes Chevrolat, 1837",Neotropical,7,,,
450,Coccinellidae,Scymninae,"Brachiacantha Chevrolat, 1837","Nearctic
Neotropical","123
3",,,
451,Coccinellidae,Coccinellinae,Coccinella quinquelineata Crotch,Neotropical,6,,,
452,Coccinellidae,Coccinellinae,"Hippodamia americana Crotch, 1835",Nearctic,1,,,
453,Coccinellidae,Coccinellinae,"Cycloneda Crotch, 1871",Neotropical,8,,,
454,Coccinellidae,Coccinellinae,"Eumegilla Crotch, 1871",Neotropical,1,,,
455,Coccinellidae,Coccinellinae,"Coccinella prolongata Crotch, 1873",Nearctic,1,,,
456,Coccinellidae,Coccinellinae,"Hippodamia falcigera Crotch, 1873",Nearctic,3,,,
457,Coccinellidae,Scymninae,"Hyperaspidius Crotch, 1873",Nearctic,6,,,
458,Coccinellidae,Coccinellinae,"Coccinella difficilis Crotch, 1873",Nearctic,29,,,
459,Coccinellidae,Coccinellinae,"Hippodamia oregonensis Crotch, 1873",Nearctic,27,,,
460,Coccinellidae,Scymninae,"Brachiacantha bollii Crotch, 1873","Nearctic
Neotropical","5
2",,,
461,Coccinellidae,Scymninae,"Brachiacantha indubitabilis Crotch, 1873",Nearctic,4,,,
462,Coccinellidae,Scymninae,"Hyperaspis lewisi Crotch, 1873",Nearctic,3,,,
463,Coccinellidae,Scymninae,"Hyperaspis dissoluta Crotch, 1873",Nearctic,2,,,
464,Coccinellidae,Coccinellinae,"Coelophora jansoni Crotch, 1874",Australian,5,,,
465,Coccinellidae,Coccinellinae,"Coccinella hieroglyphica kirbyi Crotch, 1874",Nearctic,10,,,
466,Coccinellidae,Coccinellinae,"Psyllobora lutescens Crotch, 1874",Neotropical,5,,,
467,Coccinellidae,Scymninae,"Scymnus (Pullus) pacificus Crotch, 1874",Nearctic,8,,,
468,Coccinellidae,Coccinellinae,"Mononeda Crotch, 1874",Nearctic,1,,,
469,Coccinellidae,Coccinellinae,"Lioadalia intermedia Crotch, 1874",Afrotropical,11,,,
470,Coccinellidae,Epilachninae,"Epilachna nigrovittata Crotch, 1874",Neotropical,5,,,
471,Coccinellidae,Scymninae,"Hyperaspis carolinae Crotch, 1874",Neotropical,1,,,
472,Coccinellidae,Scymninae,"Hyperaspis cincticollis Crotch, 1874",Neotropical,1,,,
473,Coccinellidae,Chilocorinae,"Chilocorus angolensis Crotch, 1874",Afrotropical,6,,,
474,Coccinellidae,Chilocorinae,"Chilocorus canariensis Crotch, 1874",Afrotropical,6,,,
475,Coccinellidae,Chilocorinae,"Platynaspis capicola Crotch, 1874",Afrotropical,8,,,
476,Coccinellidae,Chilocorinae,"Platynaspis higginsi Crotch, 1874",Afrotropical,1,,,
477,Coccinellidae,Coccidulinae,"Rhyzobius hirtellus Crotch, 1874",Australian,2,,,
478,Coccinellidae,Coccinellinae,"Anisolemnia welwitschi Crotch, 1874",Afrotropical,16,,,
479,Coccinellidae,Epilachninae,"Epilachna admirabilis Crotch, 1874",Oriental,14,,,
480,Coccinellidae,Epilachninae,"Epilachna approximata Crotch, 1874",Neotropical,1,,,
481,Coccinellidae,Epilachninae,"Epilachna dubia Crotch, 1874",Neotropical,1,,,
482,Coccinellidae,Epilachninae,"Epilachna ellisi Crotch, 1874",Neotropical,1,,,
483,Coccinellidae,Epilachninae,"Epilachna extrema Crotch, 1874",Neotropical,6,,,
484,Coccinellidae,Epilachninae,"Epilachna gibbera Crotch, 1874",Oriental,5,,,
